PropertyID,City,State,PropertyType,Bedrooms,Bathrooms,AreaSqFt,YearBuilt,Floor,TotalFloors,Furnishing,Parking,SaleType,SaleDate,Currency,Price
1818,Ahmedabad,Gujarat,Apartment,2,2,1125,2005,22,31,Unfurnished,Covered,Resale,2023-11-27,INR,6635723
151,Mumbai,Maharashtra,House,5,5,2688,2014,0,1,Unfurnished,Open,Resale,2023-06-07,INR,70062901
775,Mumbai,Maharashtra,Apartment,2,1,837,2023,20,26,Unfurnished,Covered,Resale,2024-03-03,INR,23828893
330,Hyderabad,Telangana,Apartment,3,3,1605,1996,4,14,Unfurnished,Covered,Resale,2024-12-18,INR,15023076
7,Lucknow,Uttar Pradesh,House,4,4,1984,2011,0,1,Furnished,Covered,Resale,2023-10-04,INR,13672051
944,Lucknow,Uttar Pradesh,Apartment,3,2,1771,2020,19,22,Furnished,None,Resale,2024-11-05,INR,10429444
1595,Hyderabad,Telangana,Condo,2,2,790,2016,10,14,Unfurnished,Covered,Resale,2023-07-25,INR,6422966
735,Pune,Maharashtra,House,5,4,4108,1998,0,1,Semi-Furnished,Covered,Resale,2023-09-25,INR,44794065
910,Chennai,Tamil Nadu,Apartment,2,2,700,2001,20,25,Semi-Furnished,Covered,Resale,2025-03-03,INR,8857648
469,Mumbai,Maharashtra,Apartment,2,1,986,1999,16,21,Unfurnished,None,Resale,2023-10-29,INR,21619995
182,Bengaluru,Karnataka,Apartment,3,3,1354,2024,20,29,Semi-Furnished,Covered,Resale,2024-06-15,INR,17012202
165,Gurgaon,Haryana,Apartment,3,3,1138,1998,6,7,Furnished,None,Resale,2025-03-05,INR,15362525
452,Bengaluru,Karnataka,Apartment,2,2,1106,2017,8,11,Unfurnished,Covered,Resale,2025-02-24,INR,13812213
491,Mumbai,Maharashtra,Apartment,2,1,753,2008,12,17,Unfurnished,Open,Resale,2023-06-09,INR,18110350
1917,Hyderabad,Telangana,Apartment,4,4,2331,2024,14,19,Unfurnished,Covered,New,2024-07-07,INR,22784659
1144,Ahmedabad,Gujarat,House,5,5,3019,2022,0,1,Semi-Furnished,Covered,Resale,2023-09-08,INR,23283194
1698,Chennai,Tamil Nadu,House,4,4,2477,2013,0,1,Unfurnished,Covered,Resale,2025-08-18,INR,26542768
1112,Delhi,Delhi,Condo,2,2,1142,1998,22,23,Semi-Furnished,Covered,Resale,2025-01-28,INR,19851232
2381,Ahmedabad,Gujarat,Apartment,3,3,1006,2009,3,6,Furnished,Covered,Resale,2025-03-25,INR,5939902
1476,Chennai,Tamil Nadu,Apartment,2,2,781,2022,10,15,Semi-Furnished,Covered,Resale,2025-02-11,INR,9426513
1488,Noida,Uttar Pradesh,Apartment,3,2,1687,2008,25,26,Unfurnished,Covered,Resale,2025-06-11,INR,13721084
1714,Noida,Uttar Pradesh,Condo,1,1,461,2012,6,10,Semi-Furnished,Covered,Resale,2024-06-20,INR,5072691
1821,Delhi,Delhi,Apartment,1,1,788,2018,8,10,Semi-Furnished,Covered,Resale,2023-01-29,INR,13342490
2080,Pune,Maharashtra,Apartment,2,1,701,2010,7,16,Unfurnished,None,Resale,2023-02-17,INR,6209497
1850,Lucknow,Uttar Pradesh,Apartment,2,1,712,2017,9,18,Semi-Furnished,Open,Resale,2024-10-28,INR,5000000
1733,Gurgaon,Haryana,Apartment,3,3,1753,2017,9,15,Semi-Furnished,Covered,Resale,2024-07-20,INR,23106221
1793,Lucknow,Uttar Pradesh,Apartment,3,3,1738,2011,20,21,Unfurnished,Covered,Resale,2025-03-20,INR,9366198
328,Mumbai,Maharashtra,Condo,2,2,1092,2017,21,25,Furnished,None,Resale,2023-08-27,INR,32193344
443,Noida,Uttar Pradesh,House,5,4,2868,2019,0,1,Unfurnished,Covered,Resale,2023-08-26,INR,25384329
1593,Delhi,Delhi,Condo,2,3,1181,2013,24,29,Furnished,Covered,Resale,2024-05-28,INR,22955936
1382,Ahmedabad,Gujarat,Apartment,3,3,1405,2006,9,15,Unfurnished,Covered,Resale,2024-04-07,INR,8140805
833,Noida,Uttar Pradesh,Apartment,1,1,550,2005,0,8,Unfurnished,Covered,Resale,2023-11-15,INR,5000000
2468,Pune,Maharashtra,Apartment,3,4,1046,2003,8,13,Unfurnished,Covered,Resale,2024-03-18,INR,9461305
1892,Noida,Uttar Pradesh,Apartment,3,3,1397,2017,13,22,Unfurnished,Covered,Resale,2025-03-14,INR,13462160
1311,Jaipur,Rajasthan,House,4,5,2680,2010,0,1,Unfurnished,Covered,Resale,2023-10-08,INR,16666983
87,Kolkata,West Bengal,Apartment,2,3,1087,2015,17,20,Semi-Furnished,Covered,Resale,2024-03-28,INR,10507187
2441,Pune,Maharashtra,Apartment,1,1,531,1995,25,34,Unfurnished,Covered,Resale,2023-02-10,INR,5730578
778,Ahmedabad,Gujarat,House,4,5,2074,2004,0,1,Unfurnished,Covered,Resale,2025-02-06,INR,13128876
2427,Hyderabad,Telangana,Condo,3,2,1577,2005,7,11,Semi-Furnished,Covered,Resale,2023-01-27,INR,16192628
55,Pune,Maharashtra,Apartment,2,2,975,2020,15,19,Semi-Furnished,Open,Resale,2024-07-13,INR,10843546
1876,Gurgaon,Haryana,Apartment,2,2,1111,2018,16,19,Unfurnished,Covered,Resale,2024-08-16,INR,15997927
1288,Mumbai,Maharashtra,Apartment,2,2,1065,2009,9,17,Semi-Furnished,Covered,Resale,2025-08-25,INR,26640494
1732,Noida,Uttar Pradesh,House,4,5,2537,2025,0,1,Unfurnished,Open,Resale,2024-09-04,INR,26631245
1802,Ahmedabad,Gujarat,Apartment,3,3,1380,2008,15,17,Unfurnished,Covered,Resale,2025-05-13,INR,8425481
1246,Bengaluru,Karnataka,Apartment,2,2,741,2005,7,10,Unfurnished,None,Resale,2025-05-28,INR,7131938
114,Jaipur,Rajasthan,Condo,2,1,903,2008,2,6,Furnished,Open,Resale,2023-05-06,INR,6850125
2342,Delhi,Delhi,Apartment,3,2,1546,2013,12,22,Unfurnished,Covered,Resale,2025-04-30,INR,25578962
988,Jaipur,Rajasthan,Apartment,3,4,1265,2009,3,6,Unfurnished,Covered,Resale,2023-08-14,INR,7738237
2262,Gurgaon,Haryana,Apartment,3,3,1485,2006,10,20,Semi-Furnished,Open,Resale,2024-03-04,INR,18908083
2074,Lucknow,Uttar Pradesh,Apartment,1,1,787,2005,25,28,Unfurnished,Open,Resale,2024-09-17,INR,5000000
1010,Hyderabad,Telangana,Apartment,2,1,885,2016,11,17,Furnished,None,Resale,2023-05-17,INR,8505581
1199,Delhi,Delhi,Apartment,2,2,710,1995,3,13,Semi-Furnished,Open,Resale,2025-04-30,INR,10915152
590,Delhi,Delhi,Townhouse,3,3,1581,1995,0,1,Semi-Furnished,Covered,Resale,2025-04-12,INR,24278961
769,Gurgaon,Haryana,Apartment,3,4,1743,2015,22,29,Semi-Furnished,Covered,Resale,2024-09-25,INR,22686006
18,Ahmedabad,Gujarat,Condo,2,2,815,1999,7,8,Semi-Furnished,Covered,Resale,2023-01-22,INR,5468914
1043,Bengaluru,Karnataka,House,3,3,1491,2025,0,1,Unfurnished,Covered,Resale,2024-08-13,INR,21800756
2041,Hyderabad,Telangana,Apartment,1,1,655,2017,7,8,Unfurnished,Open,Resale,2023-04-21,INR,5741131
286,Pune,Maharashtra,Apartment,3,2,1748,2025,17,24,Unfurnished,None,New,2024-10-12,INR,15068391
429,Pune,Maharashtra,Condo,1,1,760,2000,21,22,Furnished,Covered,Resale,2025-02-22,INR,8751096
1922,Mumbai,Maharashtra,House,3,2,1931,2018,0,1,Furnished,Covered,Resale,2024-01-15,INR,57597169
1357,Chennai,Tamil Nadu,Condo,2,3,932,2004,10,15,Furnished,Open,Resale,2025-06-20,INR,9988620
670,Gurgaon,Haryana,Apartment,2,2,929,2016,0,7,Semi-Furnished,None,Resale,2023-06-16,INR,12606307
32,Delhi,Delhi,Condo,3,3,1278,2008,20,25,Semi-Furnished,Covered,Resale,2023-08-04,INR,26242105
723,Kolkata,West Bengal,Apartment,2,2,831,2019,6,7,Unfurnished,None,Resale,2023-08-30,INR,6279248
952,Lucknow,Uttar Pradesh,Apartment,3,3,1444,2011,17,19,Unfurnished,Covered,Resale,2024-09-10,INR,8035996
1765,Gurgaon,Haryana,Apartment,2,1,730,2011,13,18,Furnished,Covered,Resale,2023-01-09,INR,9925360
215,Noida,Uttar Pradesh,House,4,4,2402,2015,0,1,Furnished,Covered,Resale,2023-08-13,INR,25785472
1790,Chennai,Tamil Nadu,Apartment,2,2,806,2016,21,26,Unfurnished,Covered,Resale,2024-11-07,INR,9771151
1165,Lucknow,Uttar Pradesh,Apartment,2,2,862,2008,10,14,Semi-Furnished,Open,Resale,2025-05-06,INR,5000000
327,Pune,Maharashtra,Condo,2,2,838,2005,25,30,Semi-Furnished,None,Resale,2023-11-23,INR,9190134
561,Jaipur,Rajasthan,House,4,5,2903,2024,0,1,Unfurnished,None,New,2024-01-23,INR,19407922
1087,Mumbai,Maharashtra,Apartment,2,1,1032,2012,12,15,Unfurnished,Covered,Resale,2025-08-08,INR,27415829
1831,Jaipur,Rajasthan,Apartment,3,3,1109,2021,21,28,Semi-Furnished,Open,Resale,2024-04-16,INR,7484273
342,Bengaluru,Karnataka,House,4,3,2342,2014,0,1,Furnished,Covered,Resale,2024-09-20,INR,32137961
148,Jaipur,Rajasthan,Apartment,3,3,1686,2019,16,18,Semi-Furnished,Covered,Resale,2025-08-27,INR,9310353
1841,Gurgaon,Haryana,Apartment,2,2,840,1996,15,23,Unfurnished,Open,Resale,2024-08-03,INR,10003059
1108,Bengaluru,Karnataka,Apartment,3,4,1701,2019,13,21,Unfurnished,Covered,Resale,2024-04-24,INR,19069926
849,Noida,Uttar Pradesh,Apartment,3,3,1182,2006,0,3,Semi-Furnished,Open,Resale,2023-06-30,INR,10073855
967,Pune,Maharashtra,Apartment,1,1,545,2012,2,11,Unfurnished,Covered,Resale,2023-01-10,INR,5000000
1073,Mumbai,Maharashtra,Condo,2,2,718,2023,15,17,Unfurnished,None,New,2025-07-29,INR,19689855
156,Delhi,Delhi,Apartment,3,3,1460,2024,14,20,Unfurnished,Open,Resale,2023-05-31,INR,23469316
2142,Lucknow,Uttar Pradesh,Apartment,3,3,1091,2018,24,25,Unfurnished,Covered,Resale,2024-11-03,INR,6047713
2111,Pune,Maharashtra,Condo,3,3,1185,2002,20,25,Unfurnished,Covered,Resale,2023-01-09,INR,11109348
1003,Chennai,Tamil Nadu,Apartment,3,2,1369,2024,13,22,Unfurnished,None,New,2025-07-30,INR,15435105
1845,Hyderabad,Telangana,House,4,5,2775,2010,0,1,Semi-Furnished,Covered,Resale,2025-08-10,INR,29804889
2093,Pune,Maharashtra,Apartment,2,3,1003,2016,19,24,Unfurnished,Covered,Resale,2025-09-02,INR,10316978
1849,Kolkata,West Bengal,Apartment,2,2,1199,2019,10,16,Unfurnished,Covered,Resale,2023-05-09,INR,11403995
2210,Jaipur,Rajasthan,Apartment,1,1,539,2006,20,27,Unfurnished,Covered,Resale,2025-07-14,INR,5000000
2353,Pune,Maharashtra,House,2,1,1238,1997,0,1,Semi-Furnished,Open,Resale,2024-06-03,INR,12899032
1204,Pune,Maharashtra,Apartment,3,2,1097,2016,7,9,Furnished,Covered,Resale,2023-08-01,INR,11700738
1633,Pune,Maharashtra,Apartment,2,3,708,2019,13,14,Semi-Furnished,None,Resale,2023-04-16,INR,6792077
2346,Chennai,Tamil Nadu,Townhouse,2,2,818,2013,0,1,Semi-Furnished,Covered,Resale,2024-06-08,INR,10294033
1394,Pune,Maharashtra,Apartment,4,4,1885,2021,15,25,Unfurnished,Open,Resale,2023-02-12,INR,19549393
2352,Bengaluru,Karnataka,Apartment,2,3,1184,2013,9,18,Semi-Furnished,Covered,Resale,2023-06-28,INR,15035230
2289,Delhi,Delhi,Apartment,4,4,1905,1999,5,7,Unfurnished,Covered,Resale,2024-04-15,INR,27023457
1981,Bengaluru,Karnataka,Apartment,1,1,731,2014,5,9,Furnished,Covered,Resale,2025-07-27,INR,8373248
2243,Chennai,Tamil Nadu,Condo,2,1,945,2024,20,29,Unfurnished,Open,New,2023-08-11,INR,13286906
939,Mumbai,Maharashtra,Apartment,2,2,1052,2017,22,24,Semi-Furnished,Covered,Resale,2023-06-26,INR,28168278
2245,Jaipur,Rajasthan,Apartment,1,1,504,2020,0,6,Semi-Furnished,None,Resale,2024-09-07,INR,5000000
347,Kolkata,West Bengal,Apartment,3,3,1191,2014,8,18,Unfurnished,Covered,Resale,2023-09-27,INR,8885185
2085,Bengaluru,Karnataka,Apartment,1,1,732,2009,6,9,Unfurnished,Open,Resale,2025-03-06,INR,7518564
2475,Chennai,Tamil Nadu,Apartment,2,2,849,2024,0,7,Furnished,None,New,2023-08-03,INR,10143426
1419,Ahmedabad,Gujarat,House,3,3,2049,2007,0,1,Semi-Furnished,None,Resale,2023-11-30,INR,14994883
386,Delhi,Delhi,Apartment,3,3,1203,2017,6,12,Unfurnished,Covered,Resale,2025-03-07,INR,19148551
1581,Mumbai,Maharashtra,Apartment,1,1,679,2002,22,28,Unfurnished,Covered,Resale,2025-01-10,INR,16551174
2098,Hyderabad,Telangana,Apartment,2,2,805,2012,12,17,Semi-Furnished,Covered,Resale,2024-08-18,INR,7350795
244,Delhi,Delhi,Apartment,2,3,824,2025,20,21,Semi-Furnished,None,New,2023-08-20,INR,15734933
1623,Hyderabad,Telangana,Condo,3,3,1501,2015,13,21,Unfurnished,Covered,Resale,2023-10-08,INR,16296067
937,Noida,Uttar Pradesh,Condo,1,1,642,2024,11,19,Unfurnished,None,New,2024-03-13,INR,6215501
2222,Chennai,Tamil Nadu,Apartment,2,2,1037,2019,24,26,Unfurnished,Open,Resale,2025-03-31,INR,10646168
313,Gurgaon,Haryana,Apartment,3,3,1106,2006,4,9,Unfurnished,Open,Resale,2023-09-01,INR,13738288
2440,Ahmedabad,Gujarat,Apartment,3,3,1484,2021,13,16,Semi-Furnished,Covered,Resale,2024-01-11,INR,8981708
1525,Pune,Maharashtra,Condo,2,2,1197,2009,8,13,Unfurnished,Covered,Resale,2025-04-25,INR,10996602
1333,Hyderabad,Telangana,Apartment,1,2,529,2003,25,29,Semi-Furnished,None,Resale,2024-04-26,INR,5000000
969,Pune,Maharashtra,Apartment,2,2,755,2025,13,14,Unfurnished,Covered,Resale,2024-11-03,INR,7828318
661,Lucknow,Uttar Pradesh,Condo,3,3,1328,2011,1,3,Semi-Furnished,Covered,Resale,2023-10-01,INR,7147036
936,Lucknow,Uttar Pradesh,Apartment,3,3,1148,2006,0,6,Semi-Furnished,Covered,Resale,2025-04-03,INR,5606643
371,Ahmedabad,Gujarat,Condo,2,3,853,2022,9,11,Semi-Furnished,Covered,Resale,2025-05-10,INR,6160481
567,Kolkata,West Bengal,Townhouse,1,1,762,2016,0,1,Semi-Furnished,Covered,Resale,2024-12-17,INR,5902538
1958,Gurgaon,Haryana,Apartment,2,3,745,2013,2,10,Semi-Furnished,Open,Resale,2025-06-23,INR,11818284
825,Ahmedabad,Gujarat,Apartment,3,3,1696,2024,25,29,Semi-Furnished,Covered,New,2024-01-02,INR,12204471
983,Delhi,Delhi,Apartment,2,2,854,2020,1,4,Unfurnished,Covered,Resale,2025-02-18,INR,12698540
1980,Hyderabad,Telangana,Apartment,3,2,1030,2016,16,22,Semi-Furnished,Covered,Resale,2024-12-03,INR,10745549
1478,Delhi,Delhi,Apartment,3,3,1204,2020,21,25,Semi-Furnished,Open,Resale,2025-01-23,INR,21675835
2149,Gurgaon,Haryana,Apartment,2,2,746,2011,20,26,Unfurnished,Covered,Resale,2023-10-26,INR,9693058
814,Delhi,Delhi,Apartment,2,3,1000,2007,3,8,Semi-Furnished,Covered,Resale,2024-06-04,INR,15644168
779,Bengaluru,Karnataka,Apartment,3,2,1425,2024,0,6,Unfurnished,None,New,2024-05-20,INR,16828193
1321,Jaipur,Rajasthan,Condo,1,1,762,2018,13,18,Semi-Furnished,Covered,Resale,2023-07-15,INR,5116702
1522,Chennai,Tamil Nadu,Condo,2,2,897,2020,21,31,Semi-Furnished,Covered,Resale,2025-05-09,INR,11673102
1053,Noida,Uttar Pradesh,Apartment,3,4,1162,2013,3,13,Semi-Furnished,None,Resale,2023-04-12,INR,11407934
1814,Delhi,Delhi,Condo,2,2,993,1995,10,13,Semi-Furnished,Covered,Resale,2023-09-13,INR,17569262
1014,Bengaluru,Karnataka,Apartment,1,2,603,2014,22,23,Unfurnished,Covered,Resale,2025-01-09,INR,6881358
1402,Kolkata,West Bengal,Condo,2,2,722,2004,13,23,Unfurnished,Covered,Resale,2024-09-05,INR,6430562
1710,Delhi,Delhi,Condo,2,2,908,2021,18,26,Semi-Furnished,None,Resale,2025-06-02,INR,15032193
2072,Mumbai,Maharashtra,House,3,4,2119,2010,0,1,Unfurnished,Open,Resale,2024-06-21,INR,59501409
1754,Mumbai,Maharashtra,Apartment,1,2,719,2016,4,10,Unfurnished,None,Resale,2025-02-24,INR,14284527
127,Pune,Maharashtra,Condo,2,2,993,2007,19,29,Semi-Furnished,Open,Resale,2024-03-15,INR,9113379
888,Mumbai,Maharashtra,Apartment,2,2,1092,2017,18,21,Semi-Furnished,Covered,Resale,2023-04-15,INR,27542010
2030,Lucknow,Uttar Pradesh,Apartment,3,2,1250,1995,9,16,Unfurnished,Covered,Resale,2023-11-06,INR,6033719
1348,Bengaluru,Karnataka,Condo,2,2,983,2025,16,20,Furnished,None,Resale,2023-03-26,INR,14915917
1008,Lucknow,Uttar Pradesh,House,3,3,1884,2009,0,1,Semi-Furnished,Covered,Resale,2024-05-24,INR,11663795
356,Kolkata,West Bengal,Apartment,3,3,1039,2012,23,31,Unfurnished,Covered,Resale,2025-06-19,INR,8418074
1004,Pune,Maharashtra,Apartment,3,3,1683,2019,3,8,Semi-Furnished,Covered,Resale,2024-10-01,INR,16145157
683,Lucknow,Uttar Pradesh,Apartment,2,2,1021,2019,23,33,Semi-Furnished,Covered,Resale,2024-12-11,INR,5824521
828,Gurgaon,Haryana,House,4,5,2807,1999,0,1,Unfurnished,None,Resale,2024-08-25,INR,33727415
1492,Gurgaon,Haryana,House,3,4,1935,2007,0,1,Unfurnished,Covered,Resale,2024-03-18,INR,30107781
985,Jaipur,Rajasthan,Condo,2,1,785,2017,18,19,Furnished,Covered,Resale,2024-12-14,INR,5313712
1234,Chennai,Tamil Nadu,Apartment,3,3,1285,2003,8,12,Unfurnished,Open,Resale,2023-11-20,INR,15231091
2122,Chennai,Tamil Nadu,Apartment,3,3,1037,2010,6,8,Semi-Furnished,None,Resale,2024-05-15,INR,11668055
141,Gurgaon,Haryana,Apartment,2,2,926,2018,16,18,Unfurnished,None,Resale,2025-03-26,INR,11857284
218,Lucknow,Uttar Pradesh,Apartment,3,4,1207,2017,14,16,Unfurnished,Open,Resale,2023-06-03,INR,6231025
2049,Delhi,Delhi,House,4,4,2190,1989,0,1,Semi-Furnished,Covered,Resale,2024-01-04,INR,33923200
1655,Bengaluru,Karnataka,Townhouse,2,1,1106,2023,0,1,Unfurnished,None,New,2024-10-23,INR,14574680
2219,Gurgaon,Haryana,Apartment,1,1,505,2021,9,12,Semi-Furnished,Covered,Resale,2023-11-07,INR,8409534
1701,Pune,Maharashtra,House,5,5,2703,2016,0,1,Semi-Furnished,Open,Resale,2024-07-28,INR,28896840
1454,Noida,Uttar Pradesh,Apartment,2,2,949,2025,22,30,Unfurnished,Open,New,2023-03-03,INR,11998484
23,Delhi,Delhi,Apartment,3,4,1100,1998,24,28,Semi-Furnished,Open,Resale,2024-07-07,INR,17745853
712,Mumbai,Maharashtra,House,4,4,1849,2010,0,1,Unfurnished,None,Resale,2024-01-01,INR,46417763
1158,Pune,Maharashtra,Apartment,3,2,1731,2025,17,18,Semi-Furnished,Open,New,2023-09-21,INR,21921712
1685,Noida,Uttar Pradesh,Apartment,3,2,1764,2003,6,7,Semi-Furnished,Open,Resale,2025-03-10,INR,14606307
872,Lucknow,Uttar Pradesh,Apartment,2,2,957,2020,4,12,Unfurnished,None,Resale,2024-04-14,INR,5000000
1462,Pune,Maharashtra,Apartment,3,4,1149,2021,17,21,Unfurnished,Covered,Resale,2023-11-24,INR,10905857
11,Bengaluru,Karnataka,House,4,4,2871,1990,0,1,Semi-Furnished,Covered,Resale,2024-01-26,INR,32249635
1741,Noida,Uttar Pradesh,Apartment,2,2,793,2024,19,24,Unfurnished,None,New,2024-02-07,INR,8079235
2357,Gurgaon,Haryana,Condo,2,2,811,2010,20,25,Unfurnished,Covered,Resale,2024-09-01,INR,10827075
2324,Bengaluru,Karnataka,Apartment,3,3,1328,2021,18,22,Unfurnished,Covered,Resale,2024-09-09,INR,18702490
1316,Noida,Uttar Pradesh,Apartment,3,2,1716,2019,24,32,Furnished,Covered,Resale,2023-11-18,INR,17143429
755,Jaipur,Rajasthan,House,3,2,1604,2019,0,1,Unfurnished,Covered,Resale,2024-11-24,INR,9605608
627,Delhi,Delhi,Apartment,3,3,1019,2023,12,17,Unfurnished,None,New,2023-06-02,INR,15748136
1729,Jaipur,Rajasthan,House,5,4,3588,1996,0,1,Unfurnished,Covered,Resale,2024-08-04,INR,21864805
1469,Noida,Uttar Pradesh,House,3,2,1239,1996,0,1,Semi-Furnished,Open,Resale,2023-04-15,INR,11069078
130,Hyderabad,Telangana,Apartment,2,2,889,2009,2,3,Semi-Furnished,Covered,Resale,2023-11-29,INR,8274814
844,Hyderabad,Telangana,Townhouse,2,2,1102,1990,0,1,Semi-Furnished,Covered,Resale,2023-07-13,INR,10642607
324,Bengaluru,Karnataka,Apartment,3,3,1286,2014,7,12,Unfurnished,Covered,Resale,2023-06-02,INR,17366526
2157,Jaipur,Rajasthan,House,3,3,1532,2023,0,1,Semi-Furnished,Covered,New,2024-08-12,INR,10400953
1449,Ahmedabad,Gujarat,Apartment,3,3,1511,2009,6,10,Unfurnished,Open,Resale,2024-05-15,INR,10244890
1285,Lucknow,Uttar Pradesh,House,3,3,1850,2009,0,1,Unfurnished,Covered,Resale,2023-12-14,INR,9821260
2422,Mumbai,Maharashtra,House,5,5,2857,1993,0,1,Unfurnished,Open,Resale,2025-04-11,INR,71852208
15,Mumbai,Maharashtra,Apartment,2,1,1175,2011,7,17,Semi-Furnished,Covered,Resale,2025-05-01,INR,25478425
2047,Bengaluru,Karnataka,Apartment,3,2,1449,2022,21,30,Unfurnished,Open,Resale,2025-01-09,INR,17797386
216,Ahmedabad,Gujarat,House,4,4,3087,2013,0,1,Semi-Furnished,Open,Resale,2024-04-27,INR,22700479
1625,Chennai,Tamil Nadu,Apartment,2,1,942,2021,9,13,Unfurnished,Covered,Resale,2024-06-26,INR,11916214
1938,Hyderabad,Telangana,House,3,2,1242,1986,0,1,Unfurnished,None,Resale,2025-03-17,INR,11480267
1183,Gurgaon,Haryana,House,4,4,1728,2010,0,1,Semi-Furnished,Covered,Resale,2025-08-12,INR,26228669
1651,Jaipur,Rajasthan,Apartment,2,2,1069,2018,5,10,Semi-Furnished,Covered,Resale,2023-03-24,INR,6956581
1562,Ahmedabad,Gujarat,Apartment,2,3,1073,2020,12,18,Unfurnished,Open,Resale,2024-06-02,INR,6587131
865,Chennai,Tamil Nadu,Condo,1,1,623,2007,24,33,Semi-Furnished,Covered,Resale,2024-03-11,INR,6786350
517,Mumbai,Maharashtra,Apartment,3,2,1013,2024,14,15,Furnished,Open,New,2023-08-02,INR,29746636
598,Delhi,Delhi,Apartment,1,2,775,2022,17,22,Unfurnished,None,Resale,2025-02-14,INR,11711650
196,Lucknow,Uttar Pradesh,Apartment,3,4,1501,2019,10,12,Unfurnished,None,Resale,2023-11-03,INR,8287172
1278,Mumbai,Maharashtra,Apartment,2,3,1020,2014,19,26,Furnished,None,Resale,2023-04-04,INR,27623673
289,Ahmedabad,Gujarat,Apartment,4,4,1770,2023,20,26,Furnished,Covered,New,2023-11-06,INR,13828327
951,Jaipur,Rajasthan,Apartment,3,3,1648,2019,20,29,Semi-Furnished,Covered,Resale,2023-07-17,INR,10497027
2351,Ahmedabad,Gujarat,Condo,1,2,772,2016,2,10,Semi-Furnished,Open,Resale,2024-06-14,INR,5575170
1855,Kolkata,West Bengal,House,5,5,3997,2009,0,1,Unfurnished,None,Resale,2024-12-18,INR,37989126
2382,Pune,Maharashtra,Apartment,1,1,696,2018,1,9,Furnished,None,Resale,2023-11-20,INR,6516475
1121,Pune,Maharashtra,Condo,2,3,732,2005,10,18,Unfurnished,Covered,Resale,2023-06-05,INR,7588330
1573,Chennai,Tamil Nadu,Apartment,3,3,1405,2017,7,17,Unfurnished,Covered,Resale,2024-02-20,INR,15122396
550,Chennai,Tamil Nadu,House,4,5,2125,2002,0,1,Unfurnished,Covered,Resale,2023-01-27,INR,21767268
157,Mumbai,Maharashtra,Apartment,2,2,820,2012,3,9,Unfurnished,None,Resale,2023-03-25,INR,21870156
420,Pune,Maharashtra,Apartment,4,5,1639,2021,2,8,Unfurnished,Covered,Resale,2023-06-13,INR,16596631
923,Hyderabad,Telangana,Apartment,3,2,1108,2013,10,17,Unfurnished,Open,Resale,2025-01-02,INR,10484224
1642,Kolkata,West Bengal,Apartment,1,1,692,2011,21,28,Unfurnished,Covered,Resale,2023-06-25,INR,6746103
478,Gurgaon,Haryana,House,3,2,2042,2005,0,1,Unfurnished,Covered,Resale,2023-01-09,INR,27031615
1606,Gurgaon,Haryana,Apartment,2,2,850,1997,4,9,Unfurnished,Covered,Resale,2023-04-20,INR,9330143
2270,Mumbai,Maharashtra,Apartment,4,4,1877,2019,13,22,Unfurnished,None,Resale,2023-10-03,INR,46344620
1472,Hyderabad,Telangana,Apartment,3,4,1024,1998,1,5,Semi-Furnished,Covered,Resale,2025-05-13,INR,8947822
554,Lucknow,Uttar Pradesh,House,3,3,1907,2015,0,1,Semi-Furnished,Covered,Resale,2025-01-30,INR,11463960
1203,Noida,Uttar Pradesh,Apartment,2,1,903,2021,20,25,Unfurnished,Covered,Resale,2024-04-02,INR,9318265
391,Pune,Maharashtra,Apartment,2,3,837,2023,12,20,Unfurnished,None,New,2023-04-06,INR,7822738
579,Kolkata,West Bengal,House,4,5,2890,2008,0,1,Unfurnished,Covered,Resale,2024-09-01,INR,21941617
2314,Gurgaon,Haryana,Apartment,2,1,805,2025,25,35,Unfurnished,None,New,2025-06-26,INR,11661845
2368,Lucknow,Uttar Pradesh,Apartment,2,2,737,2025,11,18,Semi-Furnished,None,Resale,2025-08-29,INR,5000000
2267,Lucknow,Uttar Pradesh,Apartment,2,2,784,1998,11,13,Unfurnished,Open,Resale,2023-10-29,INR,5000000
821,Gurgaon,Haryana,Condo,2,2,839,2007,19,25,Unfurnished,Covered,Resale,2023-11-26,INR,10481258
2486,Bengaluru,Karnataka,Apartment,3,4,1028,2018,25,34,Semi-Furnished,Covered,Resale,2023-12-08,INR,14473754
1007,Pune,Maharashtra,Townhouse,1,1,630,2005,0,1,Unfurnished,Open,Resale,2024-03-10,INR,6296377
1249,Pune,Maharashtra,Condo,3,3,1611,2012,18,19,Unfurnished,Covered,Resale,2023-03-15,INR,16836534
2059,Hyderabad,Telangana,Apartment,2,2,926,2023,16,26,Semi-Furnished,Covered,New,2025-05-03,INR,10316607
665,Bengaluru,Karnataka,Apartment,2,1,849,2005,16,22,Furnished,Covered,Resale,2023-01-23,INR,9753156
2463,Mumbai,Maharashtra,Apartment,3,3,1748,1998,19,24,Semi-Furnished,Covered,Resale,2024-09-18,INR,44913649
143,Kolkata,West Bengal,Apartment,2,1,930,2024,4,5,Unfurnished,Covered,New,2024-08-08,INR,7298483
2175,Mumbai,Maharashtra,Apartment,2,3,936,2000,5,8,Semi-Furnished,Covered,Resale,2025-02-09,INR,20750726
1826,Mumbai,Maharashtra,Apartment,1,1,613,2014,6,13,Semi-Furnished,None,Resale,2023-04-06,INR,15454637
